pmid,title,abstract,label,model_prob,mentions_consciousness,mentions_awareness,mentions_anesthesia,mentions_coma,mentions_vegetative,mentions_minimally_conscious,mentions_locked_in,mentions_sedation,mentions_arousal,mentions_neural,mentions_philosophy,mentions_qualia,mentions_subjective,mentions_phenomenology,mentions_report,mentions_religion,mentions_global_workspace,mentions_iit,mentions_mind_brain_identity,mentions_orch_or,mentions_panpsychism,mentions_dualism,mentions_monism,mentions_electromagnetic,mentions_neural_correlates,mentions_physicalism,mentions_edelman,mentions_crick,mentions_koch,mentions_dennett,mentions_baars,mentions_mcfadden,mentions_searle,mentions_chalmers,mentions_dehaene,mentions_tononi,mentions_friston,len_abstract_over_250,pred,mismatch,abs_margin
19411525,Flumazenil reversal of sublingual triazolam: a randomized controlled clinical trial.,"BACKGROUND: Incremental sublingual (SL) dosing of triazolam has emerged as a popular sedation technique. Nevertheless, few studies have evaluated the technique's safety or efficacy. Given its popularity, an easily administered rescue strategy is needed. METHODS: The authors conducted a randomized controlled clinical trial to investigate how intraoral submucosal flumazenil (0.2 milligram) attenuates central nervous system depression produced by incremental SL dosing of triazolam (three doses of 0.25 mg across 90 minutes) in 14 adults. The authors assessed outcomes by using the Observer's Assessment of Alertness/Sedation (OAA/S) scale, bispectral index (BIS) and physiological monitoring. RESULTS: The OAA/S and BIS scores increased after the flumazenil injection at the 30-minute observation point, but they were not sustained. Six hours after the initial dose of triazolam had been administered (four hours after the flumazenil or placebo challenge), all patients could be discharged from the dental clinic. CONCLUSIONS: Deep sedation from incremental SL dosing of triazolam is incompletely reversed by a single intraoral injection of flumazenil. The reversal did not persist. The authors discharged the patients from the dental clinic at 360 minutes. CLINICAL IMPLICATIONS: A single intraoral injection of flumazenil (0.2 mg) cannot immediately reverse oversedation with triazolam. A higher dose might be effective. Reversal for the purpose of discharging the patient early is neither appropriate nor safe.",0,0.028495477088510746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.47150452291148925
22748466,Hypothermia caused by slow and limited-volume fluid resuscitation decreases organ damage by hemorrhagic shock.,"BACKGROUND: Hypothermia frequently occurs during fluid resuscitation of trauma victims, especially in patients with a major blood loss. Recent studies have suggested that mild hypothermia may ameliorate hemorrhagic shock (HS) induced splanchnic damage. OBJECTIVE: The aim of the present study is to compare the status of body temperature and splanchnic injury under different resuscitation speeds for HS in conscious rats. METHODS: Experimental study in an animal model of HS. Twenty-four male Wistar-Kyoto rats were used in the study. To mimic HS, 40% of the total blood volume was withdrawn. Fluid resuscitation was given 30 min after blood withdrawal. The rats were randomly divided into three groups; the control group, the 10-min rapid group, and the 12-h slow group. RESULTS: Levels of blood biochemical parameters, including aspartate transferase (GOT), and alanine transferase (GPT), were measured. Levels of serum tumor necrosis factor alpha (TNF-alpha) and interleukin 6 (IL-6) were measured and levels of bronchoalveolar lavage fluid (BALF) TNF-alpha and nitric oxide (NO) were measured by ELISA. The lung, liver and small intestine were examined for pathological changes 48 h after HS. CONCLUSIONS: Initially slow rate resuscitation with limited-volume significantly decreased body temperature, serum GOT, GPT, TNF-alpha, and IL-6 levels, levels of TNF-alpha, and NO in BALF. Moreover, the slow group had lower injury scores in the lung, liver and small intestine than the rapid group after HS. This finding suggests that mild hypothermia induced by a slow fluid resuscitation rate with limited-volume ameliorates HS-induced splanchnic damage in conscious rats.",0,0.03361563993994779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.46638436006005224
38715471,Evaluation of the effect of Modafinil in the improvement of the level of consciousness in patients with COVID-19 encephalopathy: A randomized controlled trial.,"AIM: COVID-19 can lead to encephalopathy and loss of consciousness. This double-blinded randomized clinical trial conducted in Tehran, Iran, aimed to assess the potential effectiveness of modafinil in patients with COVID-19-related encephalopathy. METHODS: Nineteen non-intubated COVID-19 patients with encephalopathy were randomized into two groups: a treatment group receiving crushed modafinil tablets and a placebo group receiving starch powder. Modafinil was administered at a dose of 100 mg every 2 h, reaching a peak dosage of 400 mg. The level of consciousness was assessed using the Glasgow Coma Score (GCS) at multiple time points on the day of medication administration. The trial was registered under IRCT20170903036041N3 on 23/5/2021. RESULTS: The average age in the modafinil and placebo groups was 75.33 and 70 years, respectively. No significant differences were observed between the two groups in terms of chronic conditions, clinical symptoms, or laboratory data. GCS scores were similar between the groups at baseline (p-value = 0.699). After four doses of modafinil, GCS scores were slightly higher in the treatment group, but this difference was not statistically significant (p-value = 0.581). GCS scores after each round of drug administration didn't significantly differ between the treatment and placebo groups (p-value = 0.908). CONCLUSION: Modafinil exhibited a slight improvement in the level of consciousness among COVID-19 patients with encephalopathy, although this improvement did not reach statistical significance when compared to the control group. Further research with larger sample sizes and longer treatment durations is recommended to explore modafinil's potential benefits in managing altered consciousness in COVID-19 patients.",0,0.035907323722717176,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.46409267627728285
17640936,Intravenous hypertonic NaCl acts via cerebral sodium-sensitive and angiotensinergic mechanisms to improve cardiac function in haemorrhaged conscious sheep.,"Acute NaCl loading as resuscitation in haemorrhagic hypovolaemia is known to induce rapid cardiovascular recovery. Besides an osmotically induced increase in plasma volume the physiological mechanisms of action are unknown. We hypothesized that a CNS mechanism, elicited by increased periventricular [Na(+)] and mediated by angiotensin II type 1 receptors (AT(1)), is obligatory for the full effect of hypertonic NaCl. To test this we investigated the cardiovascular responses to haemorrhage and subsequent hypertonic NaCl infusion (7.5% NaCl, 4 ml (kg BW)(-1)) in six conscious sheep subjected to intracerebroventricular (i.c.v.) infusion of artificial cerebrospinal fluid (aCSF; control), mannitol solution (Man; 75 mmol l(-1) [Na(+)], total osmolality 295 mosmol kg(-1)) or losartan (Los; 1 mg ml(-1), AT(1) receptor antagonist) at three different occasions. Man normalized (144 +/- 6 mmol l(-1), mean +/- s.d.) the increase in i.c.v. [Na(+)] seen after aCSF (161 +/- 2 mmol l(-1)). Compared with control, both Man and Los significantly (P < 0.05) attenuated the improvement in mean arterial blood pressure (MAP), cardiac index and mesenteric blood flow (SMBF) in response to intravenous hypertonic NaCl: MAP, rapid response +45 mmHg versus +38 mmHg (Man) and +35 mmHg (Los); after 180 min, +32 mmHg versus +21 mmHg (Man) and +19 mmHg (Los); cardiac index after 180 min, +1.9 l min(-1) (m(2))(-1) versus +0.9 l min(-1) (m(2))(-1) (Man) and +0.9 l min(-1) (m(2))(-1) (Los); SMBF rapid response, +981 ml min(-1) versus +719 ml min(-1) (Man) and +744 ml min(-1) (Los); after 180 min, +602 ml min(-1) versus +372 ml min(-1) (Man) and +314 ml min(-1) (Los). The results suggest that increased periventricular [Na(+)] and cerebral AT(1) receptors contribute, together with plasma volume expansion, to improve systemic haemodynamics after treatment with hypertonic NaCl in haemorrhagic hypovolaemia.",0,0.036138595775152216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4638614042248478
21890884,Propofol in a modified cyclodextrin formulation: first human study of dose-response with emphasis on injection pain.,"BACKGROUND: A new lipid-free preparation of propofol has been developed containing the drug, sulfobutylether ss-cyclodextrin and water. The primary objective of this study was to compare the effects of propofol in the lipid formulation with those of the new cyclodextrin formulation, particularly with regard to pain on injection. We hypothesized that the propofol in cyclodextrin would be associated with less pain on injection than propofol in lipid. METHODS: The study was a single-center, double-blind, 2-period, randomized, dose-escalating study using a completely balanced cross-over design in healthy volunteers. Pain on injection was compared between propofol in cyclodextrin and propofol in lipid using subject and observer assessments of pain rated at several different time points. Five response variables to pain were analyzed. RESULTS: Propofol in cyclodextrin had significantly higher pain scores for all 5 variables. Other endpoints, including sedation, showed no difference. CONCLUSION: The propofol in cyclodextrin formulation failed to reduce the pain on injection associated with propofol.",0,0.03811151398608349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4618884860139165
6885151,Breath alcohol analysis in the Accident and Emergency Department.,"Breath alcohol analysis was undertaken in 1044 consecutive patients aged over 15 years attending the Accident and Emergency (A and E) Department of a rural district general hospital during a 50-day period. 16.5 per cent of all patients had the smell of alcohol on their breath, with 10.2 per cent of the patients recording a breath alcohol level equivalent to a blood level of 80 mg/100 ml or more. One-third of all patients attending between 9 pm and midnight, and almost two-thirds of patients attending between midnight and 3 am had positive breath tests. Positive breath tests were most likely in males, patients with head injuries, with overdoses, in victims of assault and in patients with a depressed conscious level, irrespective of cause. Clinical estimation of intoxication by alcohol may be accurate in the co-operative patient, but in the patient with a head injury or with a depressed conscious level from another cause, this is more difficult. Breath alcohol analysis is rapid, not-invasive, accurate and of clinical value in these and other high-risk patients attending hospital as emergencies.",0,0.038657301876634104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4613426981233659
17667563,Differential dynamic of action on cortical and subcortical structures of anesthetic agents during induction of anesthesia.,"BACKGROUND: Dynamic action of anesthetic agents was compared at cortical and subcortical levels during induction of anesthesia. Unconsciousness involved the cortical brain but suppression of movement in response to noxious stimuli was mediated through subcortical structures. METHODS: Twenty-five patients with Parkinson disease, previously implanted with a deep-brain stimulation electrode, were enrolled during the implantation of the definitive pulse generator. During induction of anesthesia with propofol (n = 13) or sevoflurane (n = 12) alone, cortical (EEG) and subcortical (ESCoG) electrogenesis were obtained, respectively, from a frontal montage (F3-C3) and through the deep-brain electrode (p0-p3). In EEG and ESCoG spectral analysis, spectral edge (90%) frequency, median power frequency, and nonlinear analysis dimensional activation calculations were determined. RESULTS: Sevoflurane and propofol decreased EEG and ESCoG activity in a dose-related fashion. EEG values decreased dramatically at loss of consciousness, whereas there was little change in ESCoG values. Quantitative parameters derived from EEG but not from ESCoG were able to predict consciousness versus unconsciousness. Conversely, quantitative parameters derived from ESCoG but not from EEG were able to predict movement in response to laryngoscopy. CONCLUSION: These data suggest that in humans, unconsciousness mainly involves the cortical brain, but that suppression of movement in response to noxious stimuli is mediated through the effect of anesthetic agents on subcortical structures.",0,0.04171189975653353,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.45828810024346645
4757236,Cardiovascular effects of nicotine in the conscious dog. Modification by changes in autonomic tone.,,0,0.04471495587544736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.4552850441245526
4202410,A specific increase in cardiovascular reactivity related to sodium retention in DOCA-salt-treated rats.,,0,0.046951467924321505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.4530485320756785
32678212,Outcome prediction with resting-state functional connectivity after cardiac arrest.,"Predicting outcome in comatose patients after successful cardiopulmonary resuscitation is challenging. Our primary aim was to assess the potential contribution of resting-state-functional magnetic resonance imaging (RS-fMRI) in predicting neurological outcome. RS-fMRI was used to evaluate functional and effective connectivity within the default mode network in a cohort of 90 comatose patients and their impact on functional neurological outcome after 3 months. The RS-fMRI processing protocol comprises the evaluation of functional and effective connectivity within the default mode network. Seed-to-voxel and ROI-to-ROI feature analysis was performed as starting point for a supervised machine-learning approach. Classification of the Cerebral Performance Category (CPC) 1-3 (good to acceptable outcome) versus CPC 4-5 (adverse outcome) achieved a positive predictive value of 91.7%, sensitivity of 90.2%, and accuracy of 87.8%. A direct link to the level of consciousness and outcome after 3 months was identified for measures of segregation in the precuneus, in medial and right frontal regions. Thalamic connectivity appeared significantly reduced in patients without conscious response. Decreased within-network connectivity in the default mode network and within cortico-thalamic circuits correlated with clinical outcome after 3 months. Our results indicate a potential role of these markers for decision-making in comatose patients early after cardiac arrest.",0,0.049107470526909475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.45089252947309055
11705774,Comparative actions of adrenomedullin and nitroprusside: interactions with ANG II and norepinephrine.,"The role of adrenomedullin (ADM) in volume and pressure homeostasis remains undefined. Accordingly, we compared the biological responses to infusions of ADM and nitroprusside (NP; matched for reduction of arterial pressure) and assessed their effects on responses to ANG II and norepinephrine in eight conscious sheep. During matched falls in arterial pressure (8-10 mmHg, both P < 0.001) ADM and NP induced similar increases in heart rate. ADM increased cardiac output (P < 0.001), and the fall in calculated peripheral resistance was greater with ADM than NP (P = 0.013). ADM infusions raised plasma ADM levels (P < 0.001), plasma renin activity (P = 0.001), and ANG II (P < 0.001) but tended to blunt any concurrent rise in aldosterone compared with NP (P = 0.056). ADM maintained both urine flow (P < 0.001) and sodium excretion (P = 0.01) compared with falls observed with NP. ADM attenuated the vasopressor actions of exogenous ANG II (P = 0.006) but not norepinephrine. In addition, ADM antagonized the ANG II-induced rise in plasma aldosterone (P < 0.001). In conclusion, ADM induces a different spectrum of hemodynamic, renal, and endocrine actions to NP. These results clarify mechanisms by which ADM might contribute to volume and pressure homeostasis.",0,0.05489812187598455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.44510187812401547
30642847,Rare case of Hashimoto's encephalitis mimicking grief reaction.,"A 46-year-old woman was admitted with tonic-clonic seizures. She was noticed to be withdrawn and low in mood for few months. She had reduced level of consciousness with hyper-reflexia and myoclonus. Metabolic, vasculitic, autoimmune, paraneoplastic and septic screen were normal. Lumbar puncture showed raised protein in the cerebrospinal fluid but the cytology, bacterial and viral screens were negative. A CT of the head revealed global brain swelling consistent with encephalitis which was empirically treated with antibiotics and antiviral therapy. Despite this she continued to have altered sensorium. She had moderately raised titres of antithyroid peroxidise antibodies suggestive of an underlying diagnosis of Hashimoto's encephalitis. She displayed a significant improvement in her cognitive functions with high-dose steroids which was further in keeping with this rare diagnosis.",0,0.055303711719327395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4446962882806726
39072395,"Musculoskeletal symptoms among workers of the pulp and paper industry: the contribution of age, gender, body mass index and physical activity level.","Objectives. This study aimed to investigate 12-month and 7-day prevalence of musculoskeletal symptoms among workers of the pulp and paper industry, and assess the contribution of age, gender, body mass index (BMI) and physical activity (PA). Methods. The sample comprised 904 workers. Musculoskeletal symptoms were assessed using the Nordic musculoskeletal questionnaire. chi(2) tests assessed the association between musculoskeletal symptoms and age/gender/BMI/PA, and multivariate logistic regression models predicted the 12-month occurrence of symptoms in the five most prevalent regions. Results. The five most affected body regions were the lower back, shoulders, neck, knees and wrists/hands. Older workers presented more symptoms in all body regions, except dorsal; female gender was associated with neck symptoms (p = 0.001); overweight was associated with a higher prevalence of lower back (p = 0.01), knee (p = 0.017) and ankle/foot (p = 0.037) symptoms; and a moderate PA level was associated with thigh/hip symptoms (p = 0.006). Age was a significant predictor in all five most affected regions; gender was a significant predictor for shoulders, neck and wrists/hands; and BMI was a significant predictor for lower back symptoms. Conclusion. The 12-month and 7-day prevalence of musculoskeletal symptoms among workers of the pulp and paper industry is higher in the lower back, shoulders, neck, knees and wrists/hands.",0,0.056186589111409765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4438134108885902
15884305,The Glasgow Coma Scale and other neurological observations.,The primary tool used by nurses to assess a patient's neurological status is the neurological observation chart incorporating the Glasgow Coma Scale. This article explains the correct use of the chart and how to interpret the findings.,0,0.05942236468169087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.4405776353183091
24563440,"The relationship between blood lactate, carboxy-hemoglobin and clinical status in CO poisoning.","AIM: We aimed to determine the relationship between blood lactate, carboxy-hemoglobin (COHb) levels and the severity of clinical findings in patients with CO poisoning. PATIENTS AND METHODS: Patients over 18 years old and of both gender who were admitted to Emergency Department with the diagnosis of CO poisoning between 10.02.2008 and 17.03.2011 were enrolled in this study. Detailed physical examination of each patient was performed, patients and their relatives were informed about the study and written consents were noted. The levels of consciousness, physical examination findings, electrocardiographic findings, Glasgow Coma Scale (GCS) scores, laboratory results (lactate, COHb, CK-MB, Troponin-I levels) and applied treatments [normobaric oxygen therapy (NBOT), hyperbaric oxygen therapy (HBOT)] were recorded to standart data entry form for each patient. ""SPSS for Windows version 18"" package program was used for statistical analysis of the data. RESULTS: Total 201 patients were included in this study. Thirty five patients (17.4%) received HBOT and lactate; COHb, CKMB, Troponin-I levels of this group were higher than the other patients. Lactate and COHb levels were statistically significantly higher in patients with GCS < 15 than the ones with GCS = 15 (p < 0.01). The patients whose both Troponin-I and CK-MB levels increased have higher lactate levels (p = 0.038), but COHb levels of these patients did not change (p = 0.495). CONCLUSIONS: According to our study, blood lactate and COHb levels were both correlated with the changes of consciousness in CO poisoning. Blood lactate levels together with COHb in defining indications for HBO treatment might be suggested.",0,0.05984796765237838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4401520323476216
12370116,GH and IGF-I regulate the expression of endothelial nitric oxide synthase (eNOS) in cardiovascular tissues of hypophysectomized female rats.,"OBJECTIVE: This study explored whether short-term replacement therapy with growth hormone (GH) affects blood pressure (BP), heart rate (HR) and endothelial nitric oxide synthase (eNOS) expression in cardiovascular tissues in hypophysectomized (Hx) female rats. DESIGN AND METHODS: BP, HR and the expression of eNOS in the aorta, caval vein and heart were studied in Hx female rats and in Hx female rats that underwent 7 days treatment with GH and thyroxine+glucocorticoids ([T(4)+GC]). Insulin-like growth factor-I (IGF-I) was included in a second experimental protocol to explore the indirect effect of GH. The expression and localisation of eNOS was analysed by immunoblotting and immunohistochemistry. RESULTS: Decreased BP (Hx 98+/-1, Intact 129+/-3 mmHg, P<0.05), HR (Hx 297+/-14, Intact 399+/-31 beats/min, P<0.05) and unchanged eNOS expression was demonstrated in Hx compared with intact rats. None of the hormones affected BP, but both GH and IGF-I increased HR compared with Hx rats (GH 358+/-10, IGF-I 337+/-7, Hx 306+/-11 beats/min, P<0.05). Replacement of GH, GH+[T(4)+GC] and IGF-I resulted in an increased aortic eNOS expression (GH 161+/-24, GH+[T(4)+GC] 177+/-25, IGF-I 153+/-21, Hx 109+/-7%, P<0.05), whereas in caval vein only GH+[T(4)+GC] affected eNOS expression. None of the hormones changed the level of eNOS in the heart. eNOS was localised in the intima layer of the aorta, whereas in the caval vein eNOS was localised in all cell layers. CONCLUSIONS: These findings support the suggested positive role of GH in the regulation of the cardiovascular homeostasis. The observed up-regulation of eNOS, and presumably an increased NO bioavailability, may result in improved endothelial and cardiovascular function.",0,0.060206715178433824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.43979328482156615
4449912,[Desensitization in special maldevelopment due to laminar and nuclear neuroses].,,0,0.06069687537301222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.4393031246269878
32928149,Electrocardiographic findings of methanol toxicity: a cross-sectional study of 356 cases in Iran.,"BACKGROUND: Methanol is widely used in industry; however, methanol poisoning is not common. In this regard, a number of outbreaks have been recently reported due to inappropriate processing of alcoholic beverages. Shiraz, a city located in the southern part of Iran, faced one of such outbreaks in 2020 during COVID-19 pandemic. There is no sufficient literature on the electrocardiographic findings in methanol toxicity. This study aimed to address this gap in the literature. METHOD: A total of 356 cases with methanol toxicity referred to Shiraz University of Medical Science Tertiary Hospitals (Faghihi and Namazi) in March and April, 2020. The clinical findings of blindness and impaired level of consciousness, lab data such as arterial blood gas, electrolytes, and creatinine, and the most common findings from ECGs were collected. RESULTS: The most common ECG findings were J point elevation (68.8%), presence of U wave (59.2%), QTc prolongation (53.2% in males and 28.6% in females), and fragmented QRS (33.7%). An outstanding finding in this study was the presence of myocardial infarction in 5.3% of the cases. This finding, to the best of our knowledge, has only been reported in a few case reports. Brugada pattern (8.1%) and Osborn wave (3.7%) were the other interesting findings. In multivariate analysis, when confounding factors were adjusted, myocardial infarction, atrioventricular conduction disturbances, sinus tachycardia, and the prolonged QTC > 500 msecond were four independent factors correlated with methanol toxicity severity measured with arterial blood PH on arterial blood gas measurements, with odds ratios of 12.82, 4.46, 2.32 and 3.15 (P < 0.05 for all), respectively. CONCLUSION: Electrocardiographic variations during methanol intoxication are remarkable and well-correlated with poisoning severity. Myocardial infarction was an egregious and yet a common concerning finding in this sample, which need to be ruled out in methanol toxicity.",0,0.0668090154277205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4331909845722795
2309537,Effects of thoracic epidural anaesthesia on central haemodynamics compared to cardiac beta adrenoceptor blockade in conscious rats with acute myocardial infarction.,"The study aimed to compare the effects of thoracic epidural anaesthesia (TEA) with those of the beta-adrenoceptor blocker, metoprolol, on central haemodynamics in conscious rats with acute myocardial infarction. During methohexital anaesthesia, appropriate vascular catheters were inserted, a thoracic epidural catheter was implanted and the left coronary artery was ligated. A recovery period of 1-2 h elapsed after termination of surgery and anaesthesia. Experiments were performed on four separate groups of animals (A-D). In Group A (n = 10) mean arterial pressure (MAP), heart rate (HR), and cardiac output (CO) were measured, and stroke volume (SV) and systemic vascular resistance (SVR) were calculated before and 10-15 min after the induction of TEA (bupivacaine 5 mg.ml-1). In Group B (n = 6) left ventricular end-diastolic pressure (LVEDP) and maximal dP/dt were recorded as in Group A. In Group C (n = 10) central haemodynamics were measured 10 min after i.v. metoprolol (0.5 mg.kg-1) and again 10-15 min after the addition of TEA. In Group D (n = 6) LVEDP and max dP/dt were measured as in Group C. The reduction in CO, SV, HR and max dP/dt was of the same magnitude with TEA and metoprolol. TEA lowered MAP by 17%, while metoprolol did not change MAP. Metoprolol caused an increase in LVEDP from 20.8 +/- 1.8 to 27.5 +/- 2.7 mmHg (2.8 +/- 0.2 to 3.7 +/- 0.4 kPa) (P less than 0.01), while TEA induced a decrease in LVEDP from 24.2 +/- 1.4 to 17.8 +/- 1.6 mmHg (3.2 +/- 0.2 to 2.4 +/- 0.2 kPa) (P less than 0.05).(ABSTRACT TRUNCATED AT 250 WORDS)",0,0.06804229583938651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4319577041606135
5514892,Inter-relationship of hallucinations and dreams in spontaneously hallucinating patients.,,0,0.06917529484600216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.43082470515399784
25245921,[Management of brain abscesses in era of computed tomography in sub-Saharan Africa: a review of 112 cases].,"PATIENTS AND METHOD: The authors report a retrospective study conducted on 112 cases of cerebral abscesses collected over a period of 12 years from the medical records of the department of neurosurgery at the Yalgado Ouedraogo university teaching hospital, Ouagadougou-Burkina Faso. RESULTS: The analyses were conducted on the epidemiological, clinical and prognostic aspects of the cases. The mean age of the patients (73 men and 39 women) was 26 years. The primary mode of infection ranged from cranial injuries (25%) to meningitis (17.9%) and sinusitis (15.2%). Bacteria were isolated from 16.1% cases; staphylococci and streptococci were the most frequent bacteria identified. The main clinical symptoms were motor deficit (75.9%), fever (74.1%) and headache (66.1%). Diagnosis was performed by CT scan in all cases. Fifty-three patients were treated using antibiotics alone; this medical treatment was completed by surgery in 59 cases. The results showed that 37.5% of the patients in fact fully recovered while some sequelae were identified in 49.1%. The mortality rate was 13.4%. DISCUSSION AND CONCLUSION: Consciousness disorders were in most cases responsible for the patient's death. Moreover multiple and/or voluminous abscesses were factors of the poor functional prognosis. Due to the high mortality rate and the frequency of sequelae, the authors emphasize the need of prevention by using adequate and sufficient antibiotics during primary infections.",0,0.06982469384295609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4301753061570439
7784760,Syncope in athletes.,"Syncope is a brief sudden loss of consciousness and muscle tone secondary to cerebral ischaemia, inadequate oxygen or glucose delivery to the brain. The causes of syncope may be benign and require very little in the way of evaluation or treatment. However, syncope may be the harbinger of sudden death, and extensive evaluation, monitoring and detailed recommendations regarding advisability of participating in sports should be reviewed with the patient. The history is the most important clue when attempting to identify which patient with syncope is at risk for sudden death. A careful cardiac and neurological examination should be performed in any patient presenting with syncope. Selective use of laboratory testing and cardiac monitoring may assist the practitioner in making the diagnosis. Most often patients with syncope will have a benign cause such as vaso-vagal events, hyperventilation or orthostatic hypotension. Patients with a cardiac condition causing their syncope are at increased risk for sudden death. The ominous, cardiac-related causes of syncope in the younger population include hypertrophic cardiomyopathy, aberrant coronary arteries and aortic dissection secondary to Marfan's syndrome. In the older athletic population, coronary atherosclerosis may present with syncope. Dysrhythmias may be the cause of syncope in both populations.",0,0.0715271180170577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4284728819829423
10494745,"Frequency characteristics of blood pressure oscillations evoked by sympathetic transmitters, noradrenaline and adenosine triphosphate.","Mean arterial pressure (MAP) was recorded beat-to-beat in chronically instrumented, conscious, unrestrained rats under control conditions and after pharmacological inhibition of vascular sympathetic influences by means of: (1) ganglion blockade with chlorisondamine; (2) alpha-adrenoceptor antagonist phentolamine; (3) P2 receptor blockade with pyridoxalphosphate-6-azophenyl-2',4'-disulphonic acid (PPADS). Angiotensin II was continuously infused to prevent drastic MAP decrease during chlorisondamine and phentolamine administration. Overall MAP variability increased after ganglion blockade and combined blockade of adreno- and purinoceptors. It increased also after inhibition of purinergic influences, but was not significantly changed after vascular adrenergic blockade. Spectral analysis of spontaneous MAP fluctuations in intact rats revealed a peak centered at 0.4-0.5 Hz. Ganglion blockade suppressed MAP fluctuations with frequencies from 0.1 to 0.8 Hz. After blockade of alpha-adrenoceptors, MAP spectral density was suppressed only within the 0.1-0.45-Hz band, but increased in the 0.45-0.8-Hz band. In the latter case, sympathetically-induced peak of MAP spectrum was centered on 0.6 Hz, being evoked, presumably, by adenosine triphosphate (ATP). Blockade of P2 receptors by PPADS enhanced MAP fluctuations in the 0.1-0.45-Hz frequency band, i.e. the noradrenaline-induced peak was centered on 0.2 Hz. No peaks were observed in the 0.1-0.8-Hz frequency band during combined blockade of adreno- and purinoceptors. The present study supports the concept that sympathetic purinergic co-transmission is essential for stabilization of MAP level. MAP fluctuations evoked by noradrenaline and ATP can be distinguished by their frequency characteristics.",0,0.07251269702542011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.4274873029745799
