pmid,title,abstract,model_prob,pred,abs_margin,Human label
15029082,[Benzodiazepines and forensic aspects].,"Adverse effects of benzodiazepines are well known since the first one was used in 1958 (chlordiazepoxide). The literature collects study-cases or rarely controlled studies concerning side effects or paradoxical reactions to benzodiazepines. They mostly described drowsiness and behavioral disinhibition, including increased well-being feeling but also hostility, rage access with feeling of invulnerability, serious crimes and sometimes homicides. Delusional, manic, confusional or depressive states are also pointed out. Rate for aggressive behaviour is 0.3 to 0.7% but distinction should be done between accidental or ""idiosyncratic"" reaction and voluntary sought disinhibition, clearly more frequent. No benzodiazepine has any specificity for these adverse effects but pharmacology, doses, associated drugs (or alcohol) and psychopathology interact to produce hazardous psychic states. Pharmacology: GABA induces a decrease in serotonin compound and vigilance. Pharmacokinetic: first dose effect or over-dose effect, short half-life, lipophily, affinity, digestive absorption, active metabolites interact. Psychopathology: age, alcohol association, psychological status (high initial level of hostility, impulsivity, frustration, personality disorder and depressive status). External conditions: chronic illness, affective and professional frustrations, physical or psychic exhaustion contribute also. Some benzodiazepines (flunitrazepam, diazepam, clorazepate, triazolam, alprazolam, lorazepam, for example) are more often concerned for pharmacokinetics characteristics but also prescription habits. Forensic aspects should be considered in case of homicide. Especially, reality of benzodiazepines consumption and awareness of the potential paradoxical reaction should be precisely evaluated. Special focus on voluntary induced disinhibition has to be done for forensic considerations. Relationship but also crime facilitations are sometimes consciously sought. Some benzodiazepines have already been identified for this use: flunitrazepam, clorazepate but also triazolam and temazepam in UK, alprazolam in USA. Flunitrazepam is prohibited in USA and considered as narcotics in France. A Swedish study showed that violent acts were more frequent and serious in juvenile offenders taking flunitrazepam/alcohol than other young offenders staying in the same correctional institution. They recommended classification of flunitrazepam as narcotic. A study from Belgium with drug addicts concluded in the same way and asked for an increased information of professionals and a more efficient control of the delivery. Before concluding to idiosyncratic effect, and then possibly to penal irresponsibility, the forensic approach should consider: firstly the reality of the benzodiazepines absorption and implication in committing violence (urine test, chronology, amnesia); secondly, the association of unusual behaviour and converging circumstances (pharmacological, pharmacokinetic, psychopathology, external conditions); thirdly the consumer's knowledge of the disinhibition effect. In our prison practice, we have to be particularly cautious as population frequently associates personality disorder, drug addiction and high level of frustration related to penitential context. Special information should be given to inmates when benzodiazepines are prescribed, but more extensively, a preventive strategy should be adopted in general population.",0.16231528969682700,0,0.337684710303173,0
29601274,REVISITING THE SAFE PLACE:Method and Regulatory Aspects in Psychotherapy when Easing Allostatic Overload in Traumatized Patients.,"Safe-place inductions are considered important altered states of consciousness (ASC) to be (re)installed during trauma-informed psychotherapy. Coregulation aimed at changing implicit relational knowing and increasing integration and coherence through relational work and hypnotic techniques is crucial, as clients' abilities to self-soothe and regulate have become seriously impaired. Thus, resource-oriented metaphors as inner strength imagery is advocated. Also, methods such as creative-arts therapy and neurofeedback will induce ASCs, as most methods used with complex traumatized clients, due to their high hypnotizability. When positive or soothing imagery or relationally held suggestions for changed attentional focus are added to both psychodynamic psychotherapy and CBT, a hetero-hypnosis will be induced-a prerequisite for phase-specific trauma therapy aimed at changing inner schemas and scripts.",0.20813158214119700,0,0.2918684178588030,0
11840575,Honor your father and your mother.,"While on the one hand there is much mutual love and care in the relationship between parents and their offspring, there may, on the other hand, be also much mutual 'sound and fury', which sometimes is far from 'signifying nothing' (William Shakespeare, Macbeth). Indeed, from conception on, individuals are confronted with parent-offspring conflicts of all kinds. Initially these conflicts concern physiological matters (implantation, nutrition, weaning, etc.), but later in life the accent is on psychological ('you must this', 'you must that', 'don't do that' etc.) and social affairs, and phenomena such as child abuse, infanticide and incest may occur. It is, therefore, certainly not self-evident that children honor their parents. To reinforce their position, parents (societies) may appeal to a 'divine' commandment which helps them make their children suppress any tendency to conflict toward them (and hence to their culture), so that children conform to their parents' norms and values. When such psychological and sociological parent-offspring conflicts are not resolved satisfactorily, it can be suggested, children may (consciously or unconsciously) have aggressive feelings toward their parents: Freud's 'Oedipus complex'. This complex, it is argued, can also be seen as a parent-offspring conflict. Given their biological basis, parent-offspring conflicts can hardly be considered as abnormal. Conflicts between adults and their offspring have always existed and will always exist, simply because it is inherent in our genetic make-up: parents and offspring of sexually reproducing species--humans included--are only about 50% genetically related and hence have different interests at all levels of being. Indeed, parent-offspring conflicts are such stuff as we are made on, and our little life is rounded with its consequences (adapted from William Shakespeare, The Tempest).",0.19350176999650400,0,0.3064982300034960,0
33388740,Influenza-Associated Encephalopathy and Acute Necrotizing Encephalopathy in Children: A Retrospective Single-Center Study.,"BACKGROUND Although influenza primarily affects the respiratory system, it can cause severe neurological complications, especially in younger children, but knowledge about the early indicators of acute necrotizing encephalopathy (ANE) is limited. The main purpose of this article is to summarize the clinical characteristics, diagnosis, and treatment of neurological complications of influenza in children, and to identify factors associated with ANE. MATERIAL AND METHODS This was a retrospective study of children with confirmed influenza with neurological complications treated between 01/2014 and 12/2019 at Guangzhou Women and Children's Medical Center. A receiver operating characteristics curve analysis was performed to determine the prognostic value of selected variables. RESULTS Sixty-three children with IAE (n=33) and ANE (n=30) were included. Compared with the IAE group, the ANE group showed higher proportions of fever and acute disturbance of consciousness, higher alanine aminotransferase, higher aspartate aminotransferase, higher creatinine kinase, higher procalcitonin, higher cerebrospinal fluid (CSF) protein, and lower CSF white blood cells (all P<0.05). The areas under the curve (AUCs) for procalcitonin and CSF proteins, used to differentiate IAE and ANE, were 0.790 and 0.736, respectively. The sensitivity and specificity of PCT >4.25 ng/ml to predict ANE were 73.3% and 100.0%, respectively. The sensitivity and specificity of CSF protein >0.48 g/L to predict ANE were 76.7% and 69.7%, respectively. Thirteen (43.3%) children with ANE and none with IAE died (P<0.0001). CONCLUSIONS High levels of CSF protein and serum procalcitonin might be used as early indicators for ANE. All children admitted with neurological findings, especially during the influenza season, should be evaluated for influenza-related neurological complications.",0.06514941515427200,0,0.434850584845728,0
35509597,Microsurgery for a medial left giant lesser sphenoid wing meningioma complicated by postoperative vasospasm of the ipsilateral supraclinoid carotid artery.,"BACKGROUND: Sphenoid wing meningiomas present close contact with intracranial arteries and have great potential for vascular complications. Here, we describe the case of a patient who presented a medial left giant lesser sphenoid wing meningioma involving the supraclinoid carotid artery. One week after surgery, she developed vasospasm whose treatment using milrinone achieved excellent results. CASE DESCRIPTION: This is the case of a 23-year-old female with a large meningioma of the middle third of the lesser wing of the left sphenoid. Furthermore, the patient had symptoms of headache, diplopia, and left amaurosis (Video 1). The lesion involved the supraclinoid left carotid artery, causing significant stenosis of the vessel. The patient underwent surgical treatment without complications. One week after the procedure, she evolved with lowered level of consciousness, complete, and proportionate right hemiparesis and right Babinski's sign. Angiographic study demonstrated significant stenosis of the left supraclinoid artery. After endovascular treatment with milrinone, the patient evolved with immediate improvement of signs and symptoms.Video 1:Surgical procedure. Video is accessible from the portal. CONCLUSION: Giant meningiomas with vascular involvement involve a higher risk of postoperative vascular complications. Other studies should be carried out to predict these complications and thus develop preventive measures.",0.3966624312095740,0,0.10333756879042600,0
4428629,A technique for recording the electroretinogram (ERG) from chronically implanted electrodes in animals.,,0.16494559823278900,0,0.3350544017672110,0
34383773,Potency of propofol for inducing loss of consciousness in end-stage kidney disease patients.,"It can be difficult for anesthesiologists to determine the optimal dose of propofol for end-stage kidney disease (ESKD) patients due to changes in drug disposition. The purpose of this study was to evaluate the potency of propofol for inducing loss of consciousness in ESKD patients. Patients with normal kidney function (Control group, n = 15), those with ESKD (ESKD group, n = 15), and those with ESKD undergoing cervical epidural anesthesia (ESKD-CEB group, n = 15) were administered propofol by target-controlled infusion (TCI) using the Schneider model. The effect-site concentration (Ce) of propofol started at 0.5 mug/ml and increased in increments of 0.5 mug/ml until the patient did not respond to verbal commands. The relationship between the probability (P) of loss of consciousness and the Ce of propofol was analyzed in each group using logistic regression. The Ce values of propofol at the time of loss of consciousness were 4.3 +/- 0.9, 3.7 +/- 0.9, and 3.3 +/- 1.0 mug/ml for the Control, ESKD, and ESKD-CEB* groups, respectively (*significant difference vs. control, P < 0.05). The estimated Ce50 values for lost ability to respond to verbal command were 4.56, 3.75, and 3.21 mug/ml for the Control, ESKD, and ESKD-CEB groups, respectively. In conclusion, when inducing anesthesia in ESKD patients, we recommend using an initial dose similar to that of patients with normal kidney function, or rather starting with a lower dose.",0.4134791268295780,0,0.08652087317042210,0
21806356,Sudden intraaqueductal dislocation of a third ventricle ependymoma causing acute decompensation of hydrocephalus.,"The authors report an unusual sudden intraaqueductal dislocation of a third ventricle ependymoma causing acute loss of consciousness, and they detail its neuroendoscopic treatment. This case is unique and has never been described in the literature before. The patient suffered from headache and recurrent nausea. Admission MR images revealed a contrast-enhancing lesion within the posterior part of the third ventricle. During the course of the day of admission, the patient suddenly became comatose. Emergency MR imaging demonstrated a deeply intraaqueductal dislocation of the pedicled tumor, with complete obstruction of the aqueduct and ventricular dilation. Immediate surgical intervention with endoscopic third ventriculostomy and complete tumor removal was performed. After surgery, the patient made a rapid recovery. In this case, the authors presume a sudden intraaqueductal dislocation of the ependymoma caused by aspiration of the tumor as a result of the caudal CSF flow.",0.11419198559526300,0,0.38580801440473700,0
38934162,Is It Possible to Predict Systemic Adverse Effects in Subcutaneous Allergen Immunotherapy? Single-Center Experience.,"INTRODUCTION: Subcutaneous immunotherapy (SCIT) is the oldest and an efficient immunotherapy method that has been used for the treatment of allergic diseases. Systemic adverse effects (SAEs) may occur during the SCIT. For this reason, there may be problems in the continuing treatment. In this study, we primarily aimed to determine the frequency of SAEs, the risk factors that may be associated with SAEs, and clinical and laboratory parameters that can predict systemic reactions in the patients who underwent SCIT. Second, we aimed to evaluate the reasons for discontinuing SCIT and the conditions special to Turkey. METHODS: The files of 295 patients who had received SCIT were evaluated retrospectively. RESULTS: SCIT was administered against house dust mites (HDM) in almost all patients (n: 291, 98.6%). A total of 14,357 injections were administered to 295 patients included in the study, and 47.8% (n: 141) of the patients discontinued treatment. The most common reason for discontinuing treatment was the supply problem in Turkey for immunotherapy preparations (n: 70, 49.6%). The second reason was that the injection visits were not continued regularly, even though there were no adverse effects related to the treatment (n: 44, 31.2%). SAEs were observed in 16.6% of the patients and 0.66% of the injections. SAEs were more frequent in girls, in asthmatic patients, and in moderate asthmatic patients (p = 0.005, p = 0.016, p = 0.043, respectively). Treatment was terminated in 13 patients (4.4%) due to SAEs. The most common SAE was bronchoconstriction (n: 40, 85.1%). None of our patients developed hypotension or loss of consciousness. Median blood eosinophil count and basophil count and the skin prick test diameter for Dermatophagoides farinae were observed to be significantly higher in the group with SAE (p = 0.024, p = 0.034, p = 0.045, respectively). CONCLUSION: Although SAE may develop in pediatric patients undergoing HDM-specific SCIT, severe reactions are rare. Girls, asthmatic patients, especially moderate asthmatic patients, and patients with high blood eosinophil and basophil levels should be monitored more carefully for the development of SAE.",0.026660366746299600,0,0.47333963325370000,0
12760433,Central pontine and extrapontine myelinolysis owing to disequilibrium syndrome.,"Neurologic disorders can be seen in patients with end-stage renal failure owing to complications of hemodialysis or peritoneal dialysis. The disequilibrium syndrome can be seen, usually soon after or toward the end of dialysis. We report a patient with central pontine and extrapontine myelinolysis owing to disequilibrium syndrome. The patient had depressed consciousness, agitation, tremor, stupor and hyperactive deep tendon reflexes toward the end of the second peritoneal dialysis. A brain computed tomographic (CT) scan showed hypodense lesions in pontine and extrapontine locations without radiocontrast medium enhancement After 2 days, the patient had only minimal memory deficits. A control brain CT scan 1 week later showed a decrease of the lesions in central pontine and extrapontine locations. Central pontine and extrapontine myelinolysis should be suspected and investigated in the acute neurologic disorders of dialysis patients.",0.1370401655305530,0,0.3629598344694470,0
35432729,In Silico Identification and Mechanism Exploration of Active Ingredients against Stroke from An-Gong-Niu-Huang-Wan (AGNHW) Formula.,"An-Gong-Niu-Huang-Wan (AGNHW) is a well-known formula for treating cerebrovascular diseases, with roles including clearing away heat, detoxification, and wake-up consciousness. In recent years, AGNHW has been commonly used for the treatment of ischemic stroke, but the mechanism by which AGNHW relieves stroke has not been clearly elucidated. In the current study, we developed a multiple systems pharmacology-based framework to identify the potential antistroke ingredients in AGNHW and explore the underlying mechanisms of action (MOA) of AGNHW against stroke from a holistic perspective. Specifically, we performed a network-based method to identify the potential antistroke ingredients in AGNHW by integrating the drug-target network and stroke-associated genes. Furthermore, the oxygen-glucose deprivation/reoxygenation (OGD/R) model was used to validate the anti-inflammatory effects of the key ingredients by determining the levels of inflammatory cytokines, including interleukin (IL)-6, IL-1beta, and tumor necrosis factor (TNF)-alpha. The antiapoptotic effects of the key ingredients were also confirmed in vitro. Integrated pathway analysis of AGNHW revealed that it might regulate three biological signaling pathways, including IL-17, TNF, and PI3K-AKT, to play a protective role in stroke. Moreover, 30 key antistroke ingredients in AGNHW were identified via network-based in silico prediction and were confirmed to have known neuroprotective effects. After drug-like property evaluation and pharmacological validation in vitro, scutellarein (SCU) and caprylic acid (CA) were selected for further antistroke investigation. Finally, systems pharmacology-based analysis of CA and SCU indicated that they might exert antistroke effects via the apoptotic signaling pathway and inflammatory response, which was further validated in an in vitro stroke model. Overall, the current study proposes an integrative systems pharmacology approach to identify antistroke ingredients and demonstrate the underlying pharmacological MOA of AGNHW in stroke, which provides an alternative strategy to investigate novel traditional Chinese medicine formulas for complex diseases.",0.20259029276056700,0,0.2974097072394330,0
37662298,"Ultra-high density electrodes improve detection, yield, and cell type identification in neuronal recordings.","To understand the neural basis of behavior, it is essential to sensitively and accurately measure neural activity at single neuron and single spike resolution. Extracellular electrophysiology delivers this, but it has biases in the neurons it detects and it imperfectly resolves their action potentials. To minimize these limitations, we developed a silicon probe with much smaller and denser recording sites than previous designs, called Neuropixels Ultra (NP Ultra). This device samples neuronal activity at ultra-high spatial density (~10 times higher than previous probes) with low noise levels, while trading off recording span. NP Ultra is effectively an implantable voltage-sensing camera that captures a planar image of a neuron's electrical field. We use a spike sorting algorithm optimized for these probes to demonstrate that the yield of visually-responsive neurons in recordings from mouse visual cortex improves up to ~3-fold. We show that NP Ultra can record from small neuronal structures including axons and dendrites. Recordings across multiple brain regions and four species revealed a subset of extracellular action potentials with unexpectedly small spatial spread and axon-like features. We share a large-scale dataset of these brain-wide recordings in mice as a resource for studies of neuronal biophysics. Finally, using ground-truth identification of three major inhibitory cortical cell types, we found that these cell types were discriminable with approximately 75% success, a significant improvement over lower-resolution recordings. NP Ultra improves spike sorting performance, detection of subcellular compartments, and cell type classification to enable more powerful dissection of neural circuit activity during behavior.",0.5506873215475460,1,0.050687321547545500,1
28289613,Effect of Perioperative Management on Outcome of Patients after Craniosynostosis Surgery.,"BACKGROUND: Craniosynostosis results from premature closure of one or more cranial sutures, leading to deformed calvaria and craniofacial skeleton at birth. Postoperative complications and outcome in intensive care unit (ICU) is related to surgical method and perioperative management. This study determined the perioperative risk factors, which affect outcome of patients after craniosynostosis surgery. METHODS: In a retrospective study, 178 patients with craniosynostosis who underwent primary cranial reconstruction were included. Postoperative complications following neurosurgical procedures including fever in ICU, level of consciousness, re-intubation, and blood, urine, and other cultures were also performed and their association with the main outcomes (length of ICU stay) were analyzed. RESULTS: Factors independently associated with a longer pediatric ICU stay were fever (OR=1.59, 95% CI=1.25-4.32; p=0.001), perioperative bleeding (OR=2.25, 95% CI=1.65-3.65; p=0.01), age (having surgery after the first 5 years) (OR=1.59, 95% CI=1.33-3.54, p=0.016) and infection (OR=2.17, 95% CI=1.83-7.46; p=0.002). Mean blood loss during surgery was significantly higher in patients whose duration of ICU was longer than 4 days compare to less than 4 day (p=0.026). Amount of bleeding significantly was correlated to duration of surgery (r=0.70, p=0.001) and patient's age (r=0.23, p=0.44). CONCLUSION: perioperative management particularly blood loss could deteriorate patients outcome and length of stay in ICU and hospital. Infections in ICU could deteriorate outcomes.",0.24578547250480800,0,0.2542145274951920,0
40087688,"Initial self-reported data on sleep and burnout in pulmonary, critical care and sleep medicine: an initiative from the Assembly on Sleep and Respiratory Neurobiology of the American Thoracic Society.","RATIONALE: Health worker burnout has reached crisis proportions, threatening workforce sustainability. Limited data exist on the burden of burnout in pulmonary, critical care and sleep medicine (PCCSM), a high-demand and strained specialty. OBJECTIVE: At the Assembly of Sleep and Respiratory Neurobiology of the American Thoracic Society, we aimed to gather exploratory data on burnout in this group. METHODS: During a dedicated series of five virtual town halls (THs), we polled the audience regarding self-reported burnout. Topics included the scope of the problem, role of sleep, impact on clinical and academic operations, contributors in vulnerable groups, and mitigation strategies. RESULTS: A high proportion experienced burnout (45%) and 58% considered premature retirement. Insufficient sleep (53%) was common, most often due to excessive workload (57%) curtailing sleep through early morning meetings and electronic medical record (EMR) documentation. 36% also reported having a sleep disorder. Sleepiness (69%) and fatigue (58%) impaired work performance and patient care, and 54% reported a fatigue-related, personal-safety incident. Contributors to burnout in vulnerable communities included bias/discrimination (81%), harassment (44%) and assault (12%). Respondents predominantly endorsed organizational mitigating strategies: promoting a culture of ""recovery time"" (96%) and healthy sleep (86%), and periodic evaluation and accountability of leadership (86%). CONCLUSIONS: In this convenience sample of participants in a TH series regarding burnout in PCCSM, self-reported burnout was common. Sleep disturbance is a prevalent, under-recognized, but potentially modifiable contributor. The high reported rates of discrimination and harassment suggest that vulnerable groups may be at particular risk. To reduce burnout, system-level interventions aimed at transforming organizational culture and promoting leadership accountability were strongly endorsed.",0.10946716600279900,0,0.39053283399720100,0
27641254,Microsurgical Resection of Cervical Spinal Cord Arteriovenous Malformations: Report of 6 Cases.,"OBJECTIVE: To summarize the experience in microsurgical resection of cervical spinal cord arteriovenous malformation (AVM). METHODS: Six patients undergoing microsurgical resection of cervical intramedullary AVM in the Third Affiliated Hospital of Sun Yat-sen University, China, between March 2005 and March 2015 were reviewed retrospectively, and their clinical manifestations, imaging data, surgical treatment, and results of long-term follow-up were analyzed. RESULTS: Of the 6 patients who underwent AVM resection, 2 had compact AVMs and 4 had diffuse AVMs. All 6 patients were reexamined with spinal magnetic resonance imaging within 48 hours after surgery, and 1 patient was examined with digital subtraction angiography. The average patient age was 40.7 +/- 10.4 years (range, 29-60 years). Three patients had chronic onset, of whom 2 developed sensory disturbances and 1 had muscle weakness. The other 3 patients had acute onset, including 1 with sudden quadriplegia, 1 with idiopathic severe headache and altered consciousness, and 1 with idiopathic neck pain. The average duration of follow-up was 48.5 +/- 38.9 months (range, 15-119 months). One patient experienced complete recovery, and the other 5 patients showed improvement. No patient exhibited deterioration. CONCLUSION: Microsurgical resection of cervical intramedullary AVMs has obtained satisfactory clinical results. Preoperative magnetic resonance angiography, computed tomography angiography, and digital subtraction angiography are useful for evaluating the angioarchitecture, which is key to the success of surgery. Intraoperative indocyanine green fluorescence angiography is an important aid in the surgical treatment of spinal AVMs.",0.06752511347630520,0,0.43247488652369500,0
6718266,Intoxication and sobriety. Implications for the understanding of multiple personality.,This speculative article compares the switch from drunkenness to sobriety with what transpires in the switch from one personality to another in multiple personality disorder. State-dependent learning is discussed as a particularly fruitful area of investigation into the understanding and interpretation of diverse manifestations of multiple personality disorders as well as alcoholism.,0.13287394005633200,0,0.3671260599436680,0
17558072,"Fever, jaundice, altered sensorium, with multiple systemic manifestations.",,0.21841240612447700,0,0.2815875938755230,0
1352254,Membrane stabilizing activity and beta-adrenoceptor antagonist-induced bradycardia in conscious dogs.,"The atrial effective refractory period (AERP) and atrial and ventricular chronotropic effects of the stereoisomers of propranolol, pindolol, metoprolol and penbutolol were studied in conscious atrio-ventricular blocked dogs. Atrial beta-adrenoceptor blocking activity was assessed for all the drugs against isoprenaline. All the drugs except dextro-pindolol lengthened AERP and decreased ventricular rate dose relatedly. At comparable levels of atrial beta-adrenoceptor blockade, dextro-propranolol, dextro-metoprolol and dextro-penbutolol were more potent to induce AERP lengthening than their respective levo-isomers, whereas dextro-pindolol was less potent than levo-pindolol. In addition, levo-pindolol and levo-metoprolol were more potent to produce ventricular bradycardia than the corresponding dextro-isomers, whereas the levo- and dextro-isomers of propranolol and penbutolol were equipotent. These results confirm that the ventricular bradycardia induced by the different beta-adrenoceptor antagonists is partly due to ventricular beta-adrenoceptor blockade and to the membrane stabilizing activity of these drugs, and partly to another as yet unknown factor seen especially with the levo-isomers and particularly marked with metoprolol.",0.054622056512357100,0,0.4453779434876430,0
3833009,[Acute parasellar compression syndrome disclosing hypophyseal adenoma. 3 cases].,"Three cases of acute necrosis of a hypophyseal adenoma are reported with a review of the medical literature. The clinical presentation as an acute parasellar compression syndrome was the result of aseptic meningitis in 2 cases and of cavernous sinus thrombosis in the other; the usual symptoms of headaches, oculomotor paralysis and impairment of consciousness were observed. The diagnosis was suspected on clinical grounds, by the radiological changes of the pituitary fossa and confirmed by computerised axial tomography. All three patients had a favourable outcome. Surgery was only required in one case with threatening visual complications. Dissociated anterior pituitary deficiency persisted in all cases; two patients also had diabetes insipidus. In one case, the pituitary necrosis stabilised an acromegaly for a two year period.",0.10022016800406400,0,0.3997798319959360,0
13688036,[Wirelessly transmitted micro potentials from the brain of conscious unrestrained cats].,,0.2998735571945940,0,0.2001264428054060,0
1898292,Panel on deliberate G-induced loss of consciousness: introduction.,"Over the last decade, G-induced loss of consciousness (G-LOC) has been recognized as a significant operational problem for pilots of high performance aircraft in both the U.S. Air Force and U.S. Navy. Consequently, government laboratories have initiated research studies to learn more about the G-LOC phenomenon in an attempt to reduce its hazards. Many of these studies require the occurrence of LOC during their conduct. For this reason, animal models have been developed to use in these studies. However, even though sophisticated animal models such as baboons can be taught to perform tasks before and after G-LOC has occurred, these models have deficiencies that can be overcome only by the use of human volunteers who willingly submit to G-LOC studies on the centrifuge. Such human G-LOC studies began in World War II and continue today. These studies are presently conducted without guidelines regarding subject selection, numbers of G-LOCs allowed per subject per unit time, restraint systems, or specific medical examinations required before, during, and after each episode of LOC, or after each completed study. This panel will discuss what is known about the pathophysiology of G-LOC, the limitations of animal models in these types of studies, the possible medical and psychological sequelae, and the legal implications of conducting deliberate G-LOC research. We hope that the information developed by this panel will be useful to laboratory human-use review committees in determining the requirements and the nature of guidelines for conducting such studies.",0.22510662185283700,0,0.27489337814716300,0
7478263,Lack of evidence for dopamine autoreceptors in the mediobasal hypothalamus: a microdialysis study in awake rats.,"To determine the functional presence of dopamine (DA) autoreceptors on tuberoinfundibular dopamine (TIDA)-ergic neurons in awake rats, a microdialysis probe was implanted into the mediobasal hypothalamus (MBH). In the presence of the re-uptake inhibitor nomifensine, which increased DA levels to 350% of basal values, systemic administration of the non-selective D1/D2 antagonist haloperiol induced an immediate increase in DA and DOPAC levels to 145% of pretreatment values. However, neither local infusion of the selective D2 antagonist sulpiride nor of the D1 antagonist SCH 23390 affected the nomifensine-elevated extracellular DA or DOPAC levels in the MBH. Systemic administration of the D2 antagonist raclopride equally did not affect the nomifensine-elevated DA release in the MBH. Upon basal extracellular DA levels (without nomifensine), local infusion of the D2 agonist (-)N-0437 equally did not affect the DA or DOPAC levels in the MBH. Furthermore, the increase in DA levels induced by haloperidol could not be antagonized by the D1 agonist CY 208-243. Therefore, the present study does not provide support for the concept of functional autoreceptors located on TIDA neurons regulating the release of DA. Possibly, the effect of haloperidol was non-DA-ergic in character.",0.11970329173139100,0,0.3802967082686090,0
8042710,Narrative scripts: composing a life with ambition and desire.,"The ""formative and deformative narratives"" and the psychodynamics of male-female relations permeate us all, and are revealed in theme and variations in our consulting rooms. Conventional narrative forms are largely androcentric, action-oriented, and point single-mindedly toward a goal (Van Buren, 1991), whereas women's stories and their identities--digressive and complex weavings--are built around the significant relationships in their lives (Gilligan, 1982; Kaplan, 1984; Bernay, 1986). As clinicians, we must be mindful of derangements of our own desire, shaped by our biological mothers and fathers, our psychoanalytic fathers, Freud, and his early followers, and sometimes our own analysts. We must attend to the voice of our own ambition and trace its flourishes and derailments, understanding female ambition from a woman's point of view in order to assist our patients in reconstructing deformative narratives into healthier and more enabling ones. We need to take responsibility for our own ambition, stilling the disabling voices of the characters in our own intrapsychic dramas, maintaining consciousness of the deformative voices in the culture at large, and attunement to voices of support for ambition integrated with nurturance and aggression.",0.10520019282191300,0,0.394799807178087,0
3050516,Blood glucose levels in Malawian children before and during the administration of intravenous quinine for severe falciparum malaria.,"Hypoglycemia may develop in patients with severe untreated malaria and can complicate the course of treatment with parenteral quinine as a result of quinine-induced hyperinsulinemia. Intravenous quinine is used increasingly as the therapy of choice in patients with severe malaria, most of whom are children. To assess the importance of both pretreatment and quinine-related hypoglycemia in children in an area in which the disease is endemic, we prospectively studied 95 Malawian children with falciparum malaria and altered consciousness who were treated with intravenous quinine. Nineteen patients had hypoglycemia before treatment. Seven (37 percent) died, and five of the survivors (26 percent) had neurologic sequelae. The corresponding values for patients who were initially normoglycemic were 4 percent and 4 percent, respectively (P less than 0.0001). Hypoglycemia was associated with low plasma insulin concentrations and with elevated plasma concentrations of lactate, alanine, and 5'-nucleotidase--a finding that suggests that impaired hepatic gluconeogenesis but not hyperinsulinemia contributes to the pathogenesis of pretreatment hypoglycemia. All patients were given quinine dihydrochloride in a 5 percent dextrose infusion, and those with hypoglycemia received 50 percent dextrose. Hypoglycemia recurred in seven of the patients with pretreatment hypoglycemia, but these episodes were also not associated with hyperinsulinemia. Of the 76 children who were initially normoglycemic, none became hypoglycemic during the course of treatment with intravenous quinine. We conclude that hypoglycemia is a frequent complication of falciparum malaria in children and that it reflects severe disease and is associated with a poor prognosis. We did not find it to be a complication of quinine treatment.",0.05082465239255590,0,0.44917534760744400,0
9591924,Adverse events in phase-I studies: a report in 1015 healthy volunteers.,"OBJECTIVE: This report describes all clinical, laboratory and electrocardiographical adverse events detected in healthy volunteers in a phase-I centre over a 10-year period: 54 phase-I studies are involved, including 1015 healthy young volunteers (993 males) who received 1538 treatments (23 different active drugs or placebo) corresponding to 12143 days of follow-up. This updates a similar report published previously in the European Journal of Clinical Pharmacology. METHODS: Adverse events were defined as all events noted in case-report forms. Incidence of adverse events was defined as the ratio between the number of adverse events and the number of follow-up days. Severity was rated as death, life-threatening, severe or minor. Incidences or occurrence rates were compared using the Chi-squared test with Yates' correction. RESULTS: The overall incidence of adverse events was 12.8% with a significant difference between active-drug (13.7%) and placebo (7.9%) treatments. There were 1558 adverse events of 110 distinct kinds. Only for three (headache, diarrhoea and dyspepsia) was the incidence superior to 10 per thousand. Most of these adverse events were also observed with placebo. Ninety-seven percentage of adverse events were of minor intensity; forty three (3%) were rated as severe, including nine worrying cases - six malaises with loss of consciousness, one atrial fibrillation, one hyperthyroidism and one bicytopenia. Some of the adverse events were not related to the tested drugs, but to a vagal reaction or to study conditions. There was no death or life-threatening event. The global rate of occurrence was one adverse event per treatment, one and a half per subject and one out of eight follow-up days. No difference in the overall incidence with placebo was observed between the two successive 5-year periods. CONCLUSIONS: This report confirms that adverse events in phase I studies are very common, usually of minor intensity and rarely severe; even though exceptional, life-threatening adverse events are possible. Adverse events occurring in phase I are rarely published, leading to lack of information. Thus, authors invite clinical research organization (CROs) and phase-I centres to regularly publicise at least severe adverse events; they also suggest that the life-threatening adverse events reported to health authorities should be publicised, for example by the World Health Organization (WHO).",0.0986255459270625,0,0.4013744540729380,0
8075903,Psychiatric symptoms in cannabis users.,"The usual phenomena of cannabis intoxication include experiences which in a non-intoxicated state would be considered as psychiatric symptoms. These can be distinguished from adverse reactions to cannabis, the commonest of which is an acute anxiety state. Acute psychotic episodes can also follow ingestion of the drug but are infrequent. These can be classified as acute confusional states and episodes occurring in clear consciousness. Neither presentation consistently shows enough specific features to warrant the diagnosis of 'cannabis psychosis' as a distinct clinical entity. The evidence that cannabis has a causative role in chronic psychotic or affective disorders is not convincing, although the drug may modify the course of an already established illness. Further controlled studies would be required to clarify the aetiological significance of the drug in these conditions.",0.18526719052269700,0,0.31473280947730300,0
